Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
16:50:53 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
03/4/2022 08H,26476
03/4/2022 07H,27836
03/4/2022 06H,31386
03/4/2022 05H,34870
03/4/2022 04H,37402
03/4/2022 03H,40005
03/4/2022 02H,44183
03/4/2022 01H,45504
03/4/2022 00H,42562
03/3/2022 23H,36659
03/3/2022 22H,31318
03/3/2022 21H,28783
03/3/2022 20H,28864
03/3/2022 19H,29661
03/3/2022 18H,31095
03/3/2022 17H,32958
03/3/2022 16H,35384
03/3/2022 15H,37297
03/3/2022 14H,39019
03/3/2022 13H,39472
03/3/2022 12H,33694
03/3/2022 11H,27331
03/3/2022 10H,25109
03/3/2022 09H,25236
03/3/2022 08H,25628
03/3/2022 07H,27954
03/3/2022 06H,30122
03/3/2022 05H,34120
03/3/2022 04H,37432
03/3/2022 03H,40324
03/3/2022 02H,42399
03/3/2022 01H,41236
03/3/2022 00H,37604
03/2/2022 23H,33358
03/2/2022 22H,30607
03/2/2022 21H,29333
03/2/2022 20H,28683
03/2/2022 19H,28765
03/2/2022 18H,30611
03/2/2022 17H,32498
03/2/2022 16H,34878
03/2/2022 15H,37933
03/2/2022 14H,38381
03/2/2022 13H,39417
03/2/2022 12H,37080
03/2/2022 11H,30444
03/2/2022 10H,25678
03/2/2022 09H,25479
03/2/2022 08H,26512
03/2/2022 07H,27877
03/2/2022 06H,31616
03/2/2022 05H,33706
03/2/2022 04H,36853
03/2/2022 03H,39160
03/2/2022 02H,39986
03/2/2022 01H,38782
03/2/2022 00H,32247
03/1/2022 23H,29504
03/1/2022 22H,26417
03/1/2022 21H,25163
03/1/2022 20H,25654
03/1/2022 19H,26837
03/1/2022 18H,27841
03/1/2022 17H,29885
03/1/2022 16H,33375
03/1/2022 15H,37362
03/1/2022 14H,37397
03/1/2022 13H,39369
03/1/2022 12H,36011
03/1/2022 11H,30271
03/1/2022 10H,25067
03/1/2022 09H,24772
03/1/2022 08H,25720
03/1/2022 07H,26590
03/1/2022 06H,29029
03/1/2022 05H,30900
03/1/2022 04H,33761
03/1/2022 03H,36769
03/1/2022 02H,39396
03/1/2022 01H,39611
03/1/2022 00H,34711
02/28/2022 23H,31320
02/28/2022 22H,26085
02/28/2022 21H,25105
02/28/2022 20H,24756
02/28/2022 19H,25782
02/28/2022 18H,26938
02/28/2022 17H,30394
02/28/2022 16H,33989
02/28/2022 15H,39286
02/28/2022 14H,41308
02/28/2022 13H,40669
02/28/2022 12H,37638
02/28/2022 11H,30724
02/28/2022 10H,26667
02/28/2022 09H,25989
02/28/2022 08H,26687
02/28/2022 07H,27828
02/28/2022 06H,30382
02/28/2022 05H,32842
02/28/2022 04H,35868
02/28/2022 03H,38041
02/28/2022 02H,38078
02/28/2022 01H,36275
02/28/2022 00H,33132
02/27/2022 23H,29329
02/27/2022 22H,26608
02/27/2022 21H,26278
02/27/2022 20H,26075
02/27/2022 19H,27315
02/27/2022 18H,28659
02/27/2022 17H,29859
02/27/2022 16H,30706
02/27/2022 15H,31505
02/27/2022 14H,30798
02/27/2022 13H,28082
02/27/2022 12H,25603
02/27/2022 11H,23762
02/27/2022 10H,23166
02/27/2022 09H,23672
02/27/2022 08H,24677
02/27/2022 07H,25854
02/27/2022 06H,29107
02/27/2022 05H,31947
02/27/2022 04H,34707
02/27/2022 03H,37188
02/27/2022 02H,38534
02/27/2022 01H,36486
02/27/2022 00H,33186
02/26/2022 23H,30933
02/26/2022 22H,28474
02/26/2022 21H,27542
02/26/2022 20H,27295
02/26/2022 19H,28060
02/26/2022 18H,29656
02/26/2022 17H,31325
02/26/2022 16H,33639
02/26/2022 15H,35638
02/26/2022 14H,36051
02/26/2022 13H,34757
02/26/2022 12H,31331
02/26/2022 11H,28030
02/26/2022 10H,27314
02/26/2022 09H,27191
02/26/2022 08H,28293
02/26/2022 07H,29503
02/26/2022 06H,31018
02/26/2022 05H,33528
02/26/2022 04H,35666
02/26/2022 03H,37692
02/26/2022 02H,40055
02/26/2022 01H,38872
02/26/2022 00H,36368
02/25/2022 23H,33738
02/25/2022 22H,29774
02/25/2022 21H,28486
02/25/2022 20H,29266
02/25/2022 19H,30985
02/25/2022 18H,33619
02/25/2022 17H,37148
02/25/2022 16H,39251
02/25/2022 15H,43076
02/25/2022 14H,43767
02/25/2022 13H,39920
02/25/2022 12H,33527
02/25/2022 11H,29222
02/25/2022 10H,26508
02/25/2022 09H,26379
02/25/2022 08H,25801
02/25/2022 07H,27155
02/25/2022 06H,29755
02/25/2022 05H,31726
02/25/2022 04H,35459
02/25/2022 03H,38280
02/25/2022 02H,40305
02/25/2022 01H,39235
02/25/2022 00H,38271
02/24/2022 23H,34525
02/24/2022 22H,31513
02/24/2022 21H,28948
02/24/2022 20H,29633
02/24/2022 19H,31357
02/24/2022 18H,33281
02/24/2022 17H,36793
02/24/2022 16H,39509
02/24/2022 15H,42232
02/24/2022 14H,41450
02/24/2022 13H,39233
02/24/2022 12H,32842
02/24/2022 11H,26305
02/24/2022 10H,24406
02/24/2022 09H,24863
02/24/2022 08H,25332
02/24/2022 07H,27208
02/24/2022 06H,29486
02/24/2022 05H,31757
02/24/2022 04H,35489
02/24/2022 03H,39185
02/24/2022 02H,42438
02/24/2022 01H,41884
02/24/2022 00H,38748
02/23/2022 23H,34660
02/23/2022 22H,30049
02/23/2022 21H,29674
02/23/2022 20H,30645
02/23/2022 19H,32506
02/23/2022 18H,33509
02/23/2022 17H,35931
02/23/2022 16H,37769
02/23/2022 15H,39202
02/23/2022 14H,38347
02/23/2022 13H,35011
02/23/2022 12H,31604
02/23/2022 11H,27520
02/23/2022 10H,25494
02/23/2022 09H,24906
02/23/2022 08H,26227
02/23/2022 07H,28378
02/23/2022 06H,31858
02/23/2022 05H,34620
02/23/2022 04H,38152
02/23/2022 03H,41128
02/23/2022 02H,43384
02/23/2022 01H,41805
02/23/2022 00H,38163
02/22/2022 23H,35729
02/22/2022 22H,31739
02/22/2022 21H,30683
02/22/2022 20H,30997
02/22/2022 19H,33046
02/22/2022 18H,34443
02/22/2022 17H,35272
02/22/2022 16H,37187
02/22/2022 15H,40779
02/22/2022 14H,38283
02/22/2022 13H,35693
02/22/2022 12H,31408
02/22/2022 11H,26394
02/22/2022 10H,23286
02/22/2022 09H,23545
02/22/2022 08H,24678
02/22/2022 07H,26174
02/22/2022 06H,29283
02/22/2022 05H,32084
02/22/2022 04H,34691
02/22/2022 03H,38353
02/22/2022 02H,41937
02/22/2022 01H,41833
02/22/2022 00H,37460
02/21/2022 23H,34565
02/21/2022 22H,31472
02/21/2022 21H,30257
02/21/2022 20H,29737
02/21/2022 19H,30609
02/21/2022 18H,31374
02/21/2022 17H,33443
02/21/2022 16H,35951
02/21/2022 15H,38000
02/21/2022 14H,39478
02/21/2022 13H,38950
02/21/2022 12H,35019
02/21/2022 11H,28872
02/21/2022 10H,25091
02/21/2022 09H,24472
02/21/2022 08H,26568
02/21/2022 07H,27583
02/21/2022 06H,29005
02/21/2022 05H,33672
02/21/2022 04H,36198
02/21/2022 03H,37442
02/21/2022 02H,38137
02/21/2022 01H,37367
02/21/2022 00H,33257
02/20/2022 23H,31196
02/20/2022 22H,26937
02/20/2022 21H,25250
02/20/2022 20H,25172
02/20/2022 19H,26933
02/20/2022 18H,28223
02/20/2022 17H,29976
02/20/2022 16H,31947
02/20/2022 15H,34311
02/20/2022 14H,36707
02/20/2022 13H,38754
02/20/2022 12H,37652
02/20/2022 11H,34032
02/20/2022 10H,30325
02/20/2022 09H,29272
02/20/2022 08H,29055
02/20/2022 07H,30028
02/20/2022 06H,30796
02/20/2022 05H,31892
02/20/2022 04H,35364
02/20/2022 03H,38106
02/20/2022 02H,39684
02/20/2022 01H,38638
02/20/2022 00H,34956
02/19/2022 23H,32585
02/19/2022 22H,28065
02/19/2022 21H,26733
02/19/2022 20H,26331
02/19/2022 19H,27874
02/19/2022 18H,29216
02/19/2022 17H,31103
02/19/2022 16H,34130
02/19/2022 15H,36598
02/19/2022 14H,39442
02/19/2022 13H,39208
02/19/2022 12H,36971
02/19/2022 11H,31190
02/19/2022 10H,28410
02/19/2022 09H,28286
02/19/2022 08H,27836
02/19/2022 07H,29971
02/19/2022 06H,32115
02/19/2022 05H,35454
02/19/2022 04H,39341
02/19/2022 03H,42090
02/19/2022 02H,42950
02/19/2022 01H,41751
02/19/2022 00H,38031
02/18/2022 23H,35242
02/18/2022 22H,31574
02/18/2022 21H,30471
02/18/2022 20H,30316
02/18/2022 19H,31121
02/18/2022 18H,32612
02/18/2022 17H,35386
02/18/2022 16H,38789
02/18/2022 15H,40745
02/18/2022 14H,40410
02/18/2022 13H,39530
02/18/2022 12H,34686
02/18/2022 11H,27858
02/18/2022 10H,24288
02/18/2022 09H,23891
02/18/2022 08H,24505
02/18/2022 07H,25234
02/18/2022 06H,28627
02/18/2022 05H,31609
02/18/2022 04H,35550
02/18/2022 03H,38949
02/18/2022 02H,41624
02/18/2022 01H,41114
02/18/2022 00H,37591
02/17/2022 23H,33371
02/17/2022 22H,30312
02/17/2022 21H,28791
02/17/2022 20H,27932
02/17/2022 19H,28262
02/17/2022 18H,28843
02/17/2022 17H,29938
02/17/2022 16H,32755
02/17/2022 15H,35469
02/17/2022 14H,35791
02/17/2022 13H,33378
02/17/2022 12H,29894
02/17/2022 11H,26730
02/17/2022 10H,24518
02/17/2022 09H,25054
02/17/2022 08H,25288
02/17/2022 07H,26748
02/17/2022 06H,29123
02/17/2022 05H,32115
02/17/2022 04H,35369
02/17/2022 03H,38686
02/17/2022 02H,41460
02/17/2022 01H,39562
02/17/2022 00H,34492
02/16/2022 23H,30903
02/16/2022 22H,28409
02/16/2022 21H,26590
02/16/2022 20H,26718
02/16/2022 19H,27467
02/16/2022 18H,28092
02/16/2022 17H,29688
02/16/2022 16H,33203
02/16/2022 15H,36586
02/16/2022 14H,37236
02/16/2022 13H,36900
02/16/2022 12H,34868
02/16/2022 11H,29706
02/16/2022 10H,25268
02/16/2022 09H,24008
02/16/2022 08H,24271
02/16/2022 07H,25074
02/16/2022 06H,28503
02/16/2022 05H,32043
02/16/2022 04H,35877
02/16/2022 03H,38548
02/16/2022 02H,39979
02/16/2022 01H,39569
02/16/2022 00H,33950
02/15/2022 23H,31173
02/15/2022 22H,27576
02/15/2022 21H,25851
02/15/2022 20H,26241
02/15/2022 19H,26623
02/15/2022 18H,27849
02/15/2022 17H,30740
02/15/2022 16H,35252
02/15/2022 15H,40432
02/15/2022 14H,41817
02/15/2022 13H,43004
02/15/2022 12H,38982
02/15/2022 11H,33782
02/15/2022 10H,29865
02/15/2022 09H,27529
02/15/2022 08H,26949
02/15/2022 07H,27943
02/15/2022 06H,30010
02/15/2022 05H,32935
02/15/2022 04H,36980
02/15/2022 03H,40551
02/15/2022 02H,43596
02/15/2022 01H,43495
02/15/2022 00H,38736
02/14/2022 23H,32996
02/14/2022 22H,26440
02/14/2022 21H,24442
02/14/2022 20H,24859
02/14/2022 19H,25448
02/14/2022 18H,28149
02/14/2022 17H,30744
02/14/2022 16H,36122
02/14/2022 15H,41705
02/14/2022 14H,44743
02/14/2022 13H,44237
02/14/2022 12H,40555
02/14/2022 11H,34281
02/14/2022 10H,29158
02/14/2022 09H,26214
02/14/2022 08H,25858
02/14/2022 07H,27265
02/14/2022 06H,29513
02/14/2022 05H,33177
02/14/2022 04H,36717
02/14/2022 03H,38473
02/14/2022 02H,40235
02/14/2022 01H,40007
02/14/2022 00H,35985
02/13/2022 23H,33102
02/13/2022 22H,28290
02/13/2022 21H,27141
02/13/2022 20H,27567
02/13/2022 19H,28629
02/13/2022 18H,30016
02/13/2022 17H,31560
02/13/2022 16H,34764
02/13/2022 15H,37271
02/13/2022 14H,35096
02/13/2022 13H,32644
02/13/2022 12H,30197
02/13/2022 11H,27722
02/13/2022 10H,25570
02/13/2022 09H,25503
02/13/2022 08H,25975
02/13/2022 07H,27152
02/13/2022 06H,28933
02/13/2022 05H,31403
02/13/2022 04H,35188
02/13/2022 03H,38174
02/13/2022 02H,39680
02/13/2022 01H,38688
02/13/2022 00H,35592
02/12/2022 23H,30701
02/12/2022 22H,27244
02/12/2022 21H,26844
02/12/2022 20H,25821
02/12/2022 19H,26498
02/12/2022 18H,27925
02/12/2022 17H,29757
02/12/2022 16H,32742
02/12/2022 15H,34561
02/12/2022 14H,34150
02/12/2022 13H,32498
02/12/2022 12H,28841
02/12/2022 11H,26218
02/12/2022 10H,24755
02/12/2022 09H,24600
02/12/2022 08H,25695
02/12/2022 07H,26933
02/12/2022 06H,28823
02/12/2022 05H,31831
02/12/2022 04H,35365
02/12/2022 03H,37578
02/12/2022 02H,38485
02/12/2022 01H,36562
02/12/2022 00H,32381
02/11/2022 23H,28747
02/11/2022 22H,26761
02/11/2022 21H,25503
02/11/2022 20H,25942
02/11/2022 19H,27321
02/11/2022 18H,28740
02/11/2022 17H,30561
02/11/2022 16H,34681
02/11/2022 15H,38392
02/11/2022 14H,40927
02/11/2022 13H,39780
02/11/2022 12H,36095
02/11/2022 11H,31278
02/11/2022 10H,25498
02/11/2022 09H,24676
02/11/2022 08H,25285
02/11/2022 07H,27350
02/11/2022 06H,29538
02/11/2022 05H,33237
02/11/2022 04H,35991
02/11/2022 03H,38071
02/11/2022 02H,38294
02/11/2022 01H,36043
02/11/2022 00H,31734
02/10/2022 23H,28505
02/10/2022 22H,25408
02/10/2022 21H,24746
02/10/2022 20H,24688
02/10/2022 19H,25643
02/10/2022 18H,26681
02/10/2022 17H,29262
02/10/2022 16H,33204
02/10/2022 15H,37025
02/10/2022 14H,39180
02/10/2022 13H,39515
02/10/2022 12H,34871
02/10/2022 11H,29065
02/10/2022 10H,24426
02/10/2022 09H,24050
02/10/2022 08H,25167
02/10/2022 07H,26797
02/10/2022 06H,28721
02/10/2022 05H,31529
02/10/2022 04H,35288
02/10/2022 03H,36933
02/10/2022 02H,38116
02/10/2022 01H,36176
02/10/2022 00H,31898
02/9/2022 23H,27566
02/9/2022 22H,24960
02/9/2022 21H,24024
02/9/2022 20H,24197
02/9/2022 19H,25349
02/9/2022 18H,27144
02/9/2022 17H,29600
02/9/2022 16H,33606
02/9/2022 15H,36500
02/9/2022 14H,37999
02/9/2022 13H,38478
02/9/2022 12H,35242
02/9/2022 11H,30330
02/9/2022 10H,24501
02/9/2022 09H,24532
02/9/2022 08H,24990
02/9/2022 07H,26008
02/9/2022 06H,28639
02/9/2022 05H,31599
02/9/2022 04H,34820
02/9/2022 03H,37490
02/9/2022 02H,38800
02/9/2022 01H,36920
02/9/2022 00H,31863
02/8/2022 23H,28525
02/8/2022 22H,25803
02/8/2022 21H,24863
02/8/2022 20H,24903
02/8/2022 19H,26605
02/8/2022 18H,29066
02/8/2022 17H,31348
02/8/2022 16H,36412
02/8/2022 15H,40441
02/8/2022 14H,41978
02/8/2022 13H,41080
02/8/2022 12H,35617
02/8/2022 11H,29072
02/8/2022 10H,24806
02/8/2022 09H,23617
02/8/2022 08H,24473
02/8/2022 07H,25957
02/8/2022 06H,28243
02/8/2022 05H,30284
02/8/2022 04H,33502
02/8/2022 03H,36363
02/8/2022 02H,39422
02/8/2022 01H,39893
02/8/2022 00H,36542
02/7/2022 23H,32939
02/7/2022 22H,28387
02/7/2022 21H,26837
02/7/2022 20H,26856
02/7/2022 19H,27922
02/7/2022 18H,30107
02/7/2022 17H,33091
02/7/2022 16H,37419
02/7/2022 15H,42600
02/7/2022 14H,43217
02/7/2022 13H,43657
02/7/2022 12H,37935
02/7/2022 11H,31304
02/7/2022 10H,26706
02/7/2022 09H,26477
02/7/2022 08H,27548
02/7/2022 07H,28966
02/7/2022 06H,31336
02/7/2022 05H,35353
02/7/2022 04H,36966
02/7/2022 03H,38799
02/7/2022 02H,39284
02/7/2022 01H,37780
02/7/2022 00H,33376
02/6/2022 23H,30794
02/6/2022 22H,25563
02/6/2022 21H,24469
02/6/2022 20H,25013
02/6/2022 19H,26466
02/6/2022 18H,28559
02/6/2022 17H,30597
02/6/2022 16H,35384
02/6/2022 15H,38588
02/6/2022 14H,38818
02/6/2022 13H,39190
02/6/2022 12H,37257
02/6/2022 11H,33965
02/6/2022 10H,31330
02/6/2022 09H,29785
02/6/2022 08H,30889
02/6/2022 07H,31892
02/6/2022 06H,34271
02/6/2022 05H,35502
02/6/2022 04H,40345
02/6/2022 03H,42174
02/6/2022 02H,42860
02/6/2022 01H,42243
02/6/2022 00H,37860
02/5/2022 23H,33971
02/5/2022 22H,30252
02/5/2022 21H,27466
02/5/2022 20H,26593
02/5/2022 19H,27643
02/5/2022 18H,29702
02/5/2022 17H,31113
02/5/2022 16H,33216
02/5/2022 15H,37202
02/5/2022 14H,37550
02/5/2022 13H,36386
02/5/2022 12H,31748
02/5/2022 11H,28198
02/5/2022 10H,26175
02/5/2022 09H,24537
02/5/2022 08H,24445
02/5/2022 07H,26116
02/5/2022 06H,28909
02/5/2022 05H,31324
02/5/2022 04H,35403
02/5/2022 03H,39165
02/5/2022 02H,41544
02/5/2022 01H,42645
02/5/2022 00H,39828
02/4/2022 23H,35520
02/4/2022 22H,34082
02/4/2022 21H,32009
02/4/2022 20H,32432
02/4/2022 19H,34320
02/4/2022 18H,35425
02/4/2022 17H,37271
02/4/2022 16H,39258
02/4/2022 15H,40235
02/4/2022 14H,38467
02/4/2022 13H,35587
02/4/2022 12H,29609
02/4/2022 11H,26320
02/4/2022 10H,24471
02/4/2022 09H,24485
02/4/2022 08H,24103
02/4/2022 07H,25947
02/4/2022 06H,28186
02/4/2022 05H,31813
02/4/2022 04H,34504
02/4/2022 03H,37833
02/4/2022 02H,40870
02/4/2022 01H,39983
02/4/2022 00H,38291
02/3/2022 23H,33887
02/3/2022 22H,30179
02/3/2022 21H,28716
02/3/2022 20H,29619
02/3/2022 19H,30274
02/3/2022 18H,32484
02/3/2022 17H,35833
02/3/2022 16H,37400
02/3/2022 15H,38122
02/3/2022 14H,36939
02/3/2022 13H,33432
02/3/2022 12H,27247
02/3/2022 11H,22819
02/3/2022 10H,20156
02/3/2022 09H,20534
02/3/2022 08H,21580
02/3/2022 07H,23823
02/3/2022 06H,27294
02/3/2022 05H,30759
02/3/2022 04H,33997
02/3/2022 03H,36412
02/3/2022 02H,38394
02/3/2022 01H,38694
02/3/2022 00H,35895
02/2/2022 23H,31949
02/2/2022 22H,28208
02/2/2022 21H,27115
02/2/2022 20H,27202
02/2/2022 19H,28120
02/2/2022 18H,30481
02/2/2022 17H,32646
02/2/2022 16H,36296
02/2/2022 15H,37655
02/2/2022 14H,39195
02/2/2022 13H,38744
02/2/2022 12H,33462
02/2/2022 11H,27594
02/2/2022 10H,22819
02/2/2022 09H,22800
02/2/2022 08H,23927
02/2/2022 07H,25472
02/2/2022 06H,28294
02/2/2022 05H,30536
02/2/2022 04H,33754
02/2/2022 03H,35481
02/2/2022 02H,38095
02/2/2022 01H,38265
02/2/2022 00H,33377
02/1/2022 23H,29009
02/1/2022 22H,25765
02/1/2022 21H,24647
02/1/2022 20H,23960
02/1/2022 19H,25237
02/1/2022 18H,27185
02/1/2022 17H,30617
02/1/2022 16H,34565
02/1/2022 15H,36853
02/1/2022 14H,37709
02/1/2022 13H,39676
02/1/2022 12H,36519
02/1/2022 11H,29201
02/1/2022 10H,24098
02/1/2022 09H,23374
02/1/2022 08H,24496
02/1/2022 07H,26581
02/1/2022 06H,28241
02/1/2022 05H,30510
02/1/2022 04H,33219
02/1/2022 03H,35214
02/1/2022 02H,36323
02/1/2022 01H,35465
02/1/2022 00H,33309
01/31/2022 23H,30110
01/31/2022 22H,25261
01/31/2022 21H,23366
01/31/2022 20H,23679
01/31/2022 19H,24657
01/31/2022 18H,27130
01/31/2022 17H,30442
01/31/2022 16H,34498
01/31/2022 15H,40523
01/31/2022 14H,43022
01/31/2022 13H,42757
01/31/2022 12H,38544
01/31/2022 11H,30473
01/31/2022 10H,24481
01/31/2022 09H,23996
01/31/2022 08H,24654
01/31/2022 07H,24555
01/31/2022 06H,26327
01/31/2022 05H,29708
01/31/2022 04H,32841
01/31/2022 03H,35642
01/31/2022 02H,37917
01/31/2022 01H,36900
01/31/2022 00H,33791
01/30/2022 23H,29728
01/30/2022 22H,25142
01/30/2022 21H,23594
01/30/2022 20H,24026
01/30/2022 19H,25324
01/30/2022 18H,27953
01/30/2022 17H,30399
01/30/2022 16H,34794
01/30/2022 15H,37073
01/30/2022 14H,39921
01/30/2022 13H,38378
01/30/2022 12H,35558
01/30/2022 11H,32619
01/30/2022 10H,30434
01/30/2022 09H,28757
01/30/2022 08H,27940
01/30/2022 07H,29846
01/30/2022 06H,31716
01/30/2022 05H,34975
01/30/2022 04H,37395
01/30/2022 03H,39462
01/30/2022 02H,41765
01/30/2022 01H,40412
01/30/2022 00H,39194
01/29/2022 23H,34434
01/29/2022 22H,30184
01/29/2022 21H,25744
01/29/2022 20H,27756
01/29/2022 19H,29217
01/29/2022 18H,31699
01/29/2022 17H,34599
01/29/2022 16H,40576
01/29/2022 15H,40703
01/29/2022 14H,38412
01/29/2022 13H,34855
01/29/2022 12H,29844
01/29/2022 11H,25626
01/29/2022 10H,24490
01/29/2022 09H,24682
01/29/2022 08H,25472
01/29/2022 07H,27057
01/29/2022 06H,29218
01/29/2022 05H,31994
01/29/2022 04H,34254
01/29/2022 03H,36167
01/29/2022 02H,38569
01/29/2022 01H,39350
01/29/2022 00H,36395
01/28/2022 23H,32263
01/28/2022 22H,29774
01/28/2022 21H,29043
01/28/2022 20H,29194
01/28/2022 19H,30740
01/28/2022 18H,32906
01/28/2022 17H,36191
01/28/2022 16H,39329
01/28/2022 15H,42406
01/28/2022 14H,43639
01/28/2022 13H,43202
01/28/2022 12H,36408
01/28/2022 11H,29325
01/28/2022 10H,24521
01/28/2022 09H,24765
01/28/2022 08H,26332
01/28/2022 07H,28018
01/28/2022 06H,30542
01/28/2022 05H,33972
01/28/2022 04H,37451
01/28/2022 03H,39274
01/28/2022 02H,41056
01/28/2022 01H,40177
01/28/2022 00H,36469
01/27/2022 23H,31096
01/27/2022 22H,28842
01/27/2022 21H,26802
01/27/2022 20H,26948
01/27/2022 19H,28749
01/27/2022 18H,31066
01/27/2022 17H,34702
01/27/2022 16H,38335
01/27/2022 15H,43045
01/27/2022 14H,45621
01/27/2022 13H,46092
01/27/2022 12H,41016
01/27/2022 11H,34306
01/27/2022 10H,30155
01/27/2022 09H,29289
01/27/2022 08H,28429
01/27/2022 07H,29839
01/27/2022 06H,31956
01/27/2022 05H,34892
01/27/2022 04H,37579
01/27/2022 03H,40197
01/27/2022 02H,42444
01/27/2022 01H,42724
01/27/2022 00H,40208
01/26/2022 23H,35579
01/26/2022 22H,32004
01/26/2022 21H,27249
01/26/2022 20H,27119
01/26/2022 19H,29343
01/26/2022 18H,31282
01/26/2022 17H,35230
01/26/2022 16H,39337
01/26/2022 15H,42915
01/26/2022 14H,42497
01/26/2022 13H,40805
01/26/2022 12H,36628
01/26/2022 11H,28392
01/26/2022 10H,24950
01/26/2022 09H,24054
01/26/2022 08H,26203
01/26/2022 07H,27349
01/26/2022 06H,29167
01/26/2022 05H,31499
01/26/2022 04H,34210
01/26/2022 03H,36326
01/26/2022 02H,38638
01/26/2022 01H,38477
01/26/2022 00H,35479
01/25/2022 23H,32069
01/25/2022 22H,28750
01/25/2022 21H,27425
01/25/2022 20H,28125
01/25/2022 19H,30039
01/25/2022 18H,32135
01/25/2022 17H,34362
01/25/2022 16H,37953
01/25/2022 15H,40445
01/25/2022 14H,41248
01/25/2022 13H,38597
01/25/2022 12H,33894
01/25/2022 11H,28965
01/25/2022 10H,24470
01/25/2022 09H,24489
01/25/2022 08H,25391
01/25/2022 07H,26892
01/25/2022 06H,29266
01/25/2022 05H,32340
01/25/2022 04H,35408
01/25/2022 03H,37355
01/25/2022 02H,39760
01/25/2022 01H,39951
01/25/2022 00H,39388
01/24/2022 23H,35825
01/24/2022 22H,31981
01/24/2022 21H,29372
01/24/2022 20H,28872
01/24/2022 19H,30099
01/24/2022 18H,31728
01/24/2022 17H,33164
01/24/2022 16H,36162
01/24/2022 15H,41662
01/24/2022 14H,44715
01/24/2022 13H,43482
01/24/2022 12H,38883
01/24/2022 11H,32886
01/24/2022 10H,27828
01/24/2022 09H,26322
01/24/2022 08H,27161
01/24/2022 07H,28942
01/24/2022 06H,31096
01/24/2022 05H,33056
01/24/2022 04H,34620
01/24/2022 03H,37026
01/24/2022 02H,38550
01/24/2022 01H,38537
01/24/2022 00H,35819
01/23/2022 23H,31431
01/23/2022 22H,28815
01/23/2022 21H,27950
01/23/2022 20H,27903
01/23/2022 19H,28197
01/23/2022 18H,29790
01/23/2022 17H,31878
01/23/2022 16H,34812
01/23/2022 15H,37014
01/23/2022 14H,38881
01/23/2022 13H,38633
01/23/2022 12H,35765
01/23/2022 11H,32031
01/23/2022 10H,28777
01/23/2022 09H,27835
01/23/2022 08H,30427
01/23/2022 07H,31274
01/23/2022 06H,32777
01/23/2022 05H,35203
01/23/2022 04H,37569
01/23/2022 03H,39387
01/23/2022 02H,41020
01/23/2022 01H,40372
01/23/2022 00H,37411
01/22/2022 23H,34465
01/22/2022 22H,30953
01/22/2022 21H,28120
01/22/2022 20H,28434
01/22/2022 19H,30934
01/22/2022 18H,33242
01/22/2022 17H,36499
01/22/2022 16H,41122
01/22/2022 15H,42937
01/22/2022 14H,43099
01/22/2022 13H,40889
01/22/2022 12H,37577
01/22/2022 11H,33336
01/22/2022 10H,29746
01/22/2022 09H,28584
01/22/2022 08H,29409
01/22/2022 07H,30678
01/22/2022 06H,31973
01/22/2022 05H,34743
01/22/2022 04H,38242
01/22/2022 03H,42004
01/22/2022 02H,44121
01/22/2022 01H,45360
01/22/2022 00H,42485
01/21/2022 23H,37424
01/21/2022 22H,34653
01/21/2022 21H,32580
01/21/2022 20H,31855
01/21/2022 19H,33139
01/21/2022 18H,35375
01/21/2022 17H,38405
01/21/2022 16H,41899
01/21/2022 15H,43432
01/21/2022 14H,40284
01/21/2022 13H,37366
01/21/2022 12H,33060
01/21/2022 11H,27356
01/21/2022 10H,23787
01/21/2022 09H,23490
01/21/2022 08H,25610
01/21/2022 07H,26908
01/21/2022 06H,29059
01/21/2022 05H,31434
01/21/2022 04H,35752
01/21/2022 03H,40150
01/21/2022 02H,44515
01/21/2022 01H,44617
01/21/2022 00H,43231
01/20/2022 23H,38324
01/20/2022 22H,34246
01/20/2022 21H,31102
01/20/2022 20H,31176
01/20/2022 19H,32003
01/20/2022 18H,33800
01/20/2022 17H,35747
01/20/2022 16H,38757
01/20/2022 15H,39343
01/20/2022 14H,37905
01/20/2022 13H,36159
01/20/2022 12H,31427
01/20/2022 11H,27599
01/20/2022 10H,25715
01/20/2022 09H,24710
01/20/2022 08H,24541
01/20/2022 07H,25954
01/20/2022 06H,29017
01/20/2022 05H,32556
01/20/2022 04H,35997
01/20/2022 03H,38800
01/20/2022 02H,40962
01/20/2022 01H,41140
01/20/2022 00H,37724
01/19/2022 23H,32693
01/19/2022 22H,30667
01/19/2022 21H,29319
01/19/2022 20H,29019
