Net generation from solar for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.SUN.H
17:17:50 GMT+0200 (czas środkowoeuropejski letni)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.SUN.H megawatthours
07/15/2020 08H,79
07/15/2020 07H,118
07/15/2020 06H,120
07/15/2020 05H,131
07/15/2020 04H,174
07/15/2020 03H,654
07/15/2020 02H,5352
07/15/2020 01H,12915
07/15/2020 00H,17744
07/14/2020 23H,21705
07/14/2020 22H,25724
07/14/2020 21H,27268
07/14/2020 20H,28721
07/14/2020 19H,29910
07/14/2020 18H,29313
07/14/2020 17H,28564
07/14/2020 16H,27296
07/14/2020 15H,23162
07/14/2020 14H,13412
07/14/2020 13H,5288
07/14/2020 12H,2218
07/14/2020 11H,547
07/14/2020 10H,89
07/14/2020 09H,73
07/14/2020 08H,80
07/14/2020 07H,66
07/14/2020 06H,107
07/14/2020 05H,137
07/14/2020 04H,198
07/14/2020 03H,649
07/14/2020 02H,5368
07/14/2020 01H,13469
07/14/2020 00H,19016
07/13/2020 23H,23056
07/13/2020 22H,25594
07/13/2020 21H,26970
07/13/2020 20H,28760
07/13/2020 19H,29327
07/13/2020 18H,29434
07/13/2020 17H,28698
07/13/2020 16H,27045
07/13/2020 15H,22724
07/13/2020 14H,13810
07/13/2020 13H,4941
07/13/2020 12H,1448
07/13/2020 11H,230
07/13/2020 10H,67
07/13/2020 09H,42
07/13/2020 08H,88
07/13/2020 07H,129
07/13/2020 06H,123
07/13/2020 05H,114
07/13/2020 04H,153
07/13/2020 03H,586
07/13/2020 02H,5120
07/13/2020 01H,12707
07/13/2020 00H,18183
07/12/2020 23H,22417
07/12/2020 22H,25885
07/12/2020 21H,28206
07/12/2020 20H,29829
07/12/2020 19H,30354
07/12/2020 18H,29711
07/12/2020 17H,29627
07/12/2020 16H,27779
07/12/2020 15H,22567
07/12/2020 14H,14246
07/12/2020 13H,5889
07/12/2020 12H,2434
07/12/2020 11H,594
07/12/2020 10H,113
07/12/2020 09H,87
07/12/2020 08H,91
07/12/2020 07H,106
07/12/2020 06H,149
07/12/2020 05H,148
07/12/2020 04H,170
07/12/2020 03H,868
07/12/2020 02H,5101
07/12/2020 01H,13091
07/12/2020 00H,19022
07/11/2020 23H,23303
07/11/2020 22H,25926
07/11/2020 21H,27300
07/11/2020 20H,28357
07/11/2020 19H,29237
07/11/2020 18H,30021
07/11/2020 17H,29089
07/11/2020 16H,28021
07/11/2020 15H,23727
07/11/2020 14H,14891
07/11/2020 13H,5752
07/11/2020 12H,1912
07/11/2020 11H,342
07/11/2020 10H,35
07/11/2020 09H,19
07/11/2020 08H,49
07/11/2020 07H,92
07/11/2020 06H,84
07/11/2020 05H,90
07/11/2020 04H,112
07/11/2020 03H,610
07/11/2020 02H,5399
07/11/2020 01H,13894
07/11/2020 00H,19476
07/10/2020 23H,23136
07/10/2020 22H,26028
07/10/2020 21H,27767
07/10/2020 20H,28734
07/10/2020 19H,29217
07/10/2020 18H,29165
07/10/2020 17H,28521
07/10/2020 16H,26943
07/10/2020 15H,23114
07/10/2020 14H,14229
07/10/2020 13H,5339
07/10/2020 12H,1837
07/10/2020 11H,393
07/10/2020 10H,63
07/10/2020 09H,56
07/10/2020 08H,64
07/10/2020 07H,124
07/10/2020 06H,144
07/10/2020 05H,144
07/10/2020 04H,423
07/10/2020 03H,883
07/10/2020 02H,6041
07/10/2020 01H,13782
07/10/2020 00H,19252
07/9/2020 23H,23344
07/9/2020 22H,26340
07/9/2020 21H,28432
07/9/2020 20H,29668
07/9/2020 19H,30050
07/9/2020 18H,29972
07/9/2020 17H,29054
07/9/2020 16H,26731
07/9/2020 15H,22461
07/9/2020 14H,13540
07/9/2020 13H,4338
07/9/2020 12H,1522
07/9/2020 11H,441
07/9/2020 10H,53
07/9/2020 09H,50
07/9/2020 08H,62
07/9/2020 07H,121
07/9/2020 06H,123
07/9/2020 05H,127
07/9/2020 04H,225
07/9/2020 03H,742
07/9/2020 02H,6141
07/9/2020 01H,14274
07/9/2020 00H,19220
07/8/2020 23H,22664
07/8/2020 22H,25473
07/8/2020 21H,27154
07/8/2020 20H,27779
07/8/2020 19H,28491
07/8/2020 18H,28784
07/8/2020 17H,28353
07/8/2020 16H,26788
07/8/2020 15H,22553
07/8/2020 14H,13474
07/8/2020 13H,3853
07/8/2020 12H,1378
07/8/2020 11H,399
07/8/2020 10H,75
07/8/2020 09H,42
07/8/2020 08H,64
07/8/2020 07H,99
07/8/2020 06H,106
07/8/2020 05H,113
07/8/2020 04H,237
07/8/2020 03H,783
07/8/2020 02H,6093
07/8/2020 01H,14050
07/8/2020 00H,18187
07/7/2020 23H,20961
07/7/2020 22H,22972
07/7/2020 21H,24772
07/7/2020 20H,25322
07/7/2020 19H,26444
07/7/2020 18H,26908
07/7/2020 17H,26598
07/7/2020 16H,25476
07/7/2020 15H,21645
07/7/2020 14H,13353
07/7/2020 13H,4512
07/7/2020 12H,1632
07/7/2020 11H,425
07/7/2020 10H,87
07/7/2020 09H,77
07/7/2020 08H,101
07/7/2020 07H,146
07/7/2020 06H,137
07/7/2020 05H,141
07/7/2020 04H,195
07/7/2020 03H,700
07/7/2020 02H,5910
07/7/2020 01H,13860
07/7/2020 00H,18239
07/6/2020 23H,20969
07/6/2020 22H,23442
07/6/2020 21H,25248
07/6/2020 20H,26866
07/6/2020 19H,27956
07/6/2020 18H,28614
07/6/2020 17H,28171
07/6/2020 16H,26786
07/6/2020 15H,22338
07/6/2020 14H,13276
07/6/2020 13H,4924
07/6/2020 12H,2038
07/6/2020 11H,549
07/6/2020 10H,57
07/6/2020 09H,31
07/6/2020 08H,57
07/6/2020 07H,105
07/6/2020 06H,113
07/6/2020 05H,132
07/6/2020 04H,251
07/6/2020 03H,782
07/6/2020 02H,5684
07/6/2020 01H,12798
07/6/2020 00H,17549
07/5/2020 23H,20945
07/5/2020 22H,24041
07/5/2020 21H,26797
07/5/2020 20H,28318
07/5/2020 19H,28948
07/5/2020 18H,29324
07/5/2020 17H,29205
07/5/2020 16H,27374
07/5/2020 15H,22835
07/5/2020 14H,14454
07/5/2020 13H,5057
07/5/2020 12H,1935
07/5/2020 11H,430
07/5/2020 10H,29
07/5/2020 09H,17
07/5/2020 08H,56
07/5/2020 07H,117
07/5/2020 06H,118
07/5/2020 05H,108
07/5/2020 04H,191
07/5/2020 03H,704
07/5/2020 02H,5949
07/5/2020 01H,13913
07/5/2020 00H,18913
07/4/2020 23H,22263
07/4/2020 22H,25237
07/4/2020 21H,27431
07/4/2020 20H,28940
07/4/2020 19H,30002
07/4/2020 18H,30581
07/4/2020 17H,30303
07/4/2020 16H,28962
07/4/2020 15H,24799
07/4/2020 14H,15588
07/4/2020 13H,5784
07/4/2020 12H,2159
07/4/2020 11H,553
07/4/2020 10H,56
07/4/2020 09H,29
07/4/2020 08H,53
07/4/2020 07H,103
07/4/2020 06H,107
07/4/2020 05H,109
07/4/2020 04H,233
07/4/2020 03H,734
07/4/2020 02H,5867
07/4/2020 01H,13574
07/4/2020 00H,18518
07/3/2020 23H,22184
07/3/2020 22H,25236
07/3/2020 21H,27822
07/3/2020 20H,29309
07/3/2020 19H,29984
07/3/2020 18H,30549
07/3/2020 17H,29836
07/3/2020 16H,28737
07/3/2020 15H,24787
07/3/2020 14H,16066
07/3/2020 13H,6512
07/3/2020 12H,2441
07/3/2020 11H,566
07/3/2020 10H,71
07/3/2020 09H,40
07/3/2020 08H,41
07/3/2020 07H,47
07/3/2020 06H,49
07/3/2020 05H,58
07/3/2020 04H,152
07/3/2020 03H,617
07/3/2020 02H,5716
07/3/2020 01H,13033
07/3/2020 00H,18019
07/2/2020 23H,21932
07/2/2020 22H,25693
07/2/2020 21H,27869
07/2/2020 20H,29065
07/2/2020 19H,29320
07/2/2020 18H,29412
07/2/2020 17H,29306
07/2/2020 16H,27758
07/2/2020 15H,23671
07/2/2020 14H,15272
07/2/2020 13H,5932
07/2/2020 12H,2295
07/2/2020 11H,484
07/2/2020 10H,114
07/2/2020 09H,89
07/2/2020 08H,99
07/2/2020 07H,99
07/2/2020 06H,118
07/2/2020 05H,121
07/2/2020 04H,207
07/2/2020 03H,722
07/2/2020 02H,5618
07/2/2020 01H,12994
07/2/2020 00H,17980
07/1/2020 23H,20277
07/1/2020 22H,23211
07/1/2020 21H,25878
07/1/2020 20H,27581
07/1/2020 19H,28653
07/1/2020 18H,28706
07/1/2020 17H,28331
07/1/2020 16H,26604
07/1/2020 15H,22481
07/1/2020 14H,13734
07/1/2020 13H,4602
07/1/2020 12H,1564
07/1/2020 11H,280
07/1/2020 10H,40
07/1/2020 09H,38
07/1/2020 08H,49
07/1/2020 07H,63
07/1/2020 06H,64
07/1/2020 05H,61
07/1/2020 04H,167
07/1/2020 03H,644
07/1/2020 02H,5703
07/1/2020 01H,13318
07/1/2020 00H,17951
06/30/2020 23H,21253
06/30/2020 22H,23579
06/30/2020 21H,25695
06/30/2020 20H,26877
06/30/2020 19H,28097
06/30/2020 18H,28405
06/30/2020 17H,28014
06/30/2020 16H,26661
06/30/2020 15H,23116
06/30/2020 14H,14830
06/30/2020 13H,5299
06/30/2020 12H,1776
06/30/2020 11H,349
06/30/2020 10H,52
06/30/2020 09H,12
06/30/2020 08H,15
06/30/2020 07H,16
06/30/2020 06H,26
06/30/2020 05H,42
06/30/2020 04H,176
06/30/2020 03H,640
06/30/2020 02H,5471
06/30/2020 01H,13236
06/30/2020 00H,18691
06/29/2020 23H,22335
06/29/2020 22H,25498
06/29/2020 21H,27230
06/29/2020 20H,28180
06/29/2020 19H,29070
06/29/2020 18H,29278
06/29/2020 17H,28648
06/29/2020 16H,27124
06/29/2020 15H,23062
06/29/2020 14H,14532
06/29/2020 13H,5679
06/29/2020 12H,2146
06/29/2020 11H,554
06/29/2020 10H,101
06/29/2020 09H,93
06/29/2020 08H,93
06/29/2020 07H,96
06/29/2020 06H,90
06/29/2020 05H,94
06/29/2020 04H,113
06/29/2020 03H,489
06/29/2020 02H,4396
06/29/2020 01H,10631
06/29/2020 00H,15060
06/28/2020 23H,19078
06/28/2020 22H,23291
06/28/2020 21H,25851
06/28/2020 20H,27442
06/28/2020 19H,28397
06/28/2020 18H,27916
06/28/2020 17H,27175
06/28/2020 16H,25056
06/28/2020 15H,20910
06/28/2020 14H,12635
06/28/2020 13H,4930
06/28/2020 12H,2043
06/28/2020 11H,573
06/28/2020 10H,100
06/28/2020 09H,74
06/28/2020 08H,97
06/28/2020 07H,141
06/28/2020 06H,135
06/28/2020 05H,133
06/28/2020 04H,212
06/28/2020 03H,519
06/28/2020 02H,4958
06/28/2020 01H,11619
06/28/2020 00H,16268
06/27/2020 23H,20223
06/27/2020 22H,23808
06/27/2020 21H,26415
06/27/2020 20H,28253
06/27/2020 19H,29556
06/27/2020 18H,29116
06/27/2020 17H,28593
06/27/2020 16H,26441
06/27/2020 15H,21777
06/27/2020 14H,12836
06/27/2020 13H,4601
06/27/2020 12H,1977
06/27/2020 11H,544
06/27/2020 10H,60
06/27/2020 09H,41
06/27/2020 08H,77
06/27/2020 07H,129
06/27/2020 06H,140
06/27/2020 05H,136
06/27/2020 04H,213
06/27/2020 03H,738
06/27/2020 02H,5053
06/27/2020 01H,11282
06/27/2020 00H,16341
06/26/2020 23H,19428
06/26/2020 22H,23290
06/26/2020 21H,26798
06/26/2020 20H,28573
06/26/2020 19H,29268
06/26/2020 18H,29326
06/26/2020 17H,28691
06/26/2020 16H,26268
06/26/2020 15H,22203
06/26/2020 14H,14503
06/26/2020 13H,5876
06/26/2020 12H,2223
06/26/2020 11H,763
06/26/2020 10H,85
06/26/2020 09H,42
06/26/2020 08H,66
06/26/2020 07H,124
06/26/2020 06H,129
06/26/2020 05H,133
06/26/2020 04H,175
06/26/2020 03H,578
06/26/2020 02H,4783
06/26/2020 01H,11896
06/26/2020 00H,16233
06/25/2020 23H,20311
06/25/2020 22H,22754
06/25/2020 21H,24667
06/25/2020 20H,26162
06/25/2020 19H,26859
06/25/2020 18H,26716
06/25/2020 17H,26251
06/25/2020 16H,24146
06/25/2020 15H,19331
06/25/2020 14H,11745
06/25/2020 13H,3733
06/25/2020 12H,1114
06/25/2020 11H,233
06/25/2020 10H,25
06/25/2020 09H,19
06/25/2020 08H,13
06/25/2020 07H,22
06/25/2020 06H,30
06/25/2020 05H,33
06/25/2020 04H,129
06/25/2020 03H,510
06/25/2020 02H,4282
06/25/2020 01H,9511
06/25/2020 00H,14711
06/24/2020 23H,19162
06/24/2020 22H,23084
06/24/2020 21H,25802
06/24/2020 20H,27321
06/24/2020 19H,28393
06/24/2020 18H,28493
06/24/2020 17H,28596
06/24/2020 16H,27112
06/24/2020 15H,21888
06/24/2020 14H,14013
06/24/2020 13H,5742
06/24/2020 12H,2224
06/24/2020 11H,625
06/24/2020 10H,68
06/24/2020 09H,21
06/24/2020 08H,23
06/24/2020 07H,34
06/24/2020 06H,107
06/24/2020 05H,125
06/24/2020 04H,441
06/24/2020 03H,876
06/24/2020 02H,4910
06/24/2020 01H,12313
06/24/2020 00H,17318
06/23/2020 23H,21694
06/23/2020 22H,24972
06/23/2020 21H,27157
06/23/2020 20H,28340
06/23/2020 19H,28465
06/23/2020 18H,29257
06/23/2020 17H,28776
06/23/2020 16H,26290
06/23/2020 15H,22049
06/23/2020 14H,13395
06/23/2020 13H,5202
06/23/2020 12H,1984
06/23/2020 11H,554
06/23/2020 10H,87
06/23/2020 09H,39
06/23/2020 08H,79
06/23/2020 07H,116
06/23/2020 06H,126
06/23/2020 05H,138
06/23/2020 04H,261
06/23/2020 03H,785
06/23/2020 02H,5542
06/23/2020 01H,12823
06/23/2020 00H,17981
06/22/2020 23H,21785
06/22/2020 22H,25120
06/22/2020 21H,27088
06/22/2020 20H,28686
06/22/2020 19H,29595
06/22/2020 18H,29714
06/22/2020 17H,29789
06/22/2020 16H,28451
06/22/2020 15H,25003
06/22/2020 14H,16393
06/22/2020 13H,6528
06/22/2020 12H,2456
06/22/2020 11H,667
06/22/2020 10H,63
06/22/2020 09H,21
06/22/2020 08H,49
06/22/2020 07H,108
06/22/2020 06H,111
06/22/2020 05H,122
06/22/2020 04H,175
06/22/2020 03H,677
06/22/2020 02H,5784
06/22/2020 01H,13621
06/22/2020 00H,18746
06/21/2020 23H,22504
06/21/2020 22H,25100
06/21/2020 21H,27891
06/21/2020 20H,29496
06/21/2020 19H,29801
06/21/2020 18H,30052
06/21/2020 17H,29309
06/21/2020 16H,26650
06/21/2020 15H,22168
06/21/2020 14H,15104
06/21/2020 13H,6049
06/21/2020 12H,2248
06/21/2020 11H,401
06/21/2020 10H,30
06/21/2020 09H,21
06/21/2020 08H,39
06/21/2020 07H,108
06/21/2020 06H,128
06/21/2020 05H,132
06/21/2020 04H,200
06/21/2020 03H,572
06/21/2020 02H,5264
06/21/2020 01H,12653
06/21/2020 00H,18210
06/20/2020 23H,22397
06/20/2020 22H,25471
06/20/2020 21H,26741
06/20/2020 20H,27832
06/20/2020 19H,29037
06/20/2020 18H,29298
06/20/2020 17H,28552
06/20/2020 16H,26882
06/20/2020 15H,23284
06/20/2020 14H,15224
06/20/2020 13H,5979
06/20/2020 12H,2006
06/20/2020 11H,311
06/20/2020 10H,43
06/20/2020 09H,30
06/20/2020 08H,58
06/20/2020 07H,134
06/20/2020 06H,139
06/20/2020 05H,117
06/20/2020 04H,161
06/20/2020 03H,618
06/20/2020 02H,5852
06/20/2020 01H,13531
06/20/2020 00H,18608
06/19/2020 23H,22552
06/19/2020 22H,24756
06/19/2020 21H,26497
06/19/2020 20H,27908
06/19/2020 19H,27863
06/19/2020 18H,28413
06/19/2020 17H,28009
06/19/2020 16H,26558
06/19/2020 15H,22352
06/19/2020 14H,14904
06/19/2020 13H,5780
06/19/2020 12H,2066
06/19/2020 11H,472
06/19/2020 10H,85
06/19/2020 09H,35
06/19/2020 08H,54
06/19/2020 07H,114
06/19/2020 06H,140
06/19/2020 05H,151
06/19/2020 04H,294
06/19/2020 03H,721
06/19/2020 02H,5755
06/19/2020 01H,13154
06/19/2020 00H,18192
06/18/2020 23H,22009
06/18/2020 22H,25432
06/18/2020 21H,27218
06/18/2020 20H,29103
06/18/2020 19H,29888
06/18/2020 18H,28622
06/18/2020 17H,27917
06/18/2020 16H,26704
06/18/2020 15H,23485
06/18/2020 14H,14797
06/18/2020 13H,5628
06/18/2020 12H,2135
06/18/2020 11H,613
06/18/2020 10H,153
06/18/2020 09H,102
06/18/2020 08H,142
06/18/2020 07H,184
06/18/2020 06H,199
06/18/2020 05H,218
06/18/2020 04H,344
06/18/2020 03H,1604
06/18/2020 02H,5706
06/18/2020 01H,12994
06/18/2020 00H,17742
06/17/2020 23H,21575
06/17/2020 22H,24144
06/17/2020 21H,25899
06/17/2020 20H,27059
06/17/2020 19H,27562
06/17/2020 18H,27820
06/17/2020 17H,27019
06/17/2020 16H,25176
06/17/2020 15H,21070
06/17/2020 14H,13300
06/17/2020 13H,4924
06/17/2020 12H,1591
06/17/2020 11H,258
06/17/2020 10H,79
06/17/2020 09H,78
06/17/2020 08H,85
06/17/2020 07H,109
06/17/2020 06H,149
06/17/2020 05H,162
06/17/2020 04H,178
06/17/2020 03H,616
06/17/2020 02H,5525
06/17/2020 01H,13195
06/17/2020 00H,18562
06/16/2020 23H,21291
06/16/2020 22H,23079
06/16/2020 21H,24351
06/16/2020 20H,24383
06/16/2020 19H,25911
06/16/2020 18H,26317
06/16/2020 17H,25885
06/16/2020 16H,24672
06/16/2020 15H,21296
06/16/2020 14H,13581
06/16/2020 13H,4531
06/16/2020 12H,1291
06/16/2020 11H,210
06/16/2020 10H,88
06/16/2020 09H,80
06/16/2020 08H,115
06/16/2020 07H,150
06/16/2020 06H,148
06/16/2020 05H,140
06/16/2020 04H,144
06/16/2020 03H,513
06/16/2020 02H,3534
06/16/2020 01H,10118
06/16/2020 00H,16783
06/15/2020 23H,20866
06/15/2020 22H,24073
06/15/2020 21H,25819
06/15/2020 20H,26795
06/15/2020 19H,27091
06/15/2020 18H,27082
06/15/2020 17H,26500
06/15/2020 16H,25109
06/15/2020 15H,22036
06/15/2020 14H,14394
06/15/2020 13H,4763
06/15/2020 12H,1230
06/15/2020 11H,216
06/15/2020 10H,29
06/15/2020 09H,16
06/15/2020 08H,52
06/15/2020 07H,95
06/15/2020 06H,97
06/15/2020 05H,99
06/15/2020 04H,154
06/15/2020 03H,580
06/15/2020 02H,5549
06/15/2020 01H,14025
06/15/2020 00H,19118
06/14/2020 23H,22923
06/14/2020 22H,24886
06/14/2020 21H,26346
06/14/2020 20H,26917
06/14/2020 19H,27286
06/14/2020 18H,26402
06/14/2020 17H,25112
06/14/2020 16H,22567
06/14/2020 15H,20987
06/14/2020 14H,15342
06/14/2020 13H,6804
06/14/2020 12H,2501
06/14/2020 11H,673
06/14/2020 10H,93
06/14/2020 09H,34
06/14/2020 08H,63
06/14/2020 07H,107
06/14/2020 06H,123
06/14/2020 05H,132
06/14/2020 04H,195
06/14/2020 03H,574
06/14/2020 02H,5203
06/14/2020 01H,13371
06/14/2020 00H,17952
06/13/2020 23H,21593
06/13/2020 22H,23840
06/13/2020 21H,24603
06/13/2020 20H,25245
06/13/2020 19H,25427
06/13/2020 18H,26091
06/13/2020 17H,25542
06/13/2020 16H,25389
06/13/2020 15H,22277
06/13/2020 14H,15817
06/13/2020 13H,6220
06/13/2020 12H,2189
06/13/2020 11H,560
06/13/2020 10H,81
06/13/2020 09H,44
06/13/2020 08H,83
06/13/2020 07H,131
06/13/2020 06H,150
06/13/2020 05H,134
06/13/2020 04H,174
06/13/2020 03H,486
06/13/2020 02H,4620
06/13/2020 01H,12944
06/13/2020 00H,18480
06/12/2020 23H,22061
06/12/2020 22H,25284
06/12/2020 21H,27788
06/12/2020 20H,28946
06/12/2020 19H,29249
06/12/2020 18H,29323
06/12/2020 17H,28812
06/12/2020 16H,27012
06/12/2020 15H,23188
06/12/2020 14H,15914
06/12/2020 13H,5880
06/12/2020 12H,1675
06/12/2020 11H,251
06/12/2020 10H,37
06/12/2020 09H,27
06/12/2020 08H,37
06/12/2020 07H,93
06/12/2020 06H,93
06/12/2020 05H,102
06/12/2020 04H,141
06/12/2020 03H,546
06/12/2020 02H,4973
06/12/2020 01H,12648
06/12/2020 00H,18096
06/11/2020 23H,21979
06/11/2020 22H,24453
06/11/2020 21H,25715
06/11/2020 20H,26567
06/11/2020 19H,27258
06/11/2020 18H,27417
06/11/2020 17H,26737
06/11/2020 16H,25326
06/11/2020 15H,22104
06/11/2020 14H,14700
06/11/2020 13H,4888
06/11/2020 12H,1691
06/11/2020 11H,435
06/11/2020 10H,131
06/11/2020 09H,109
06/11/2020 08H,148
06/11/2020 07H,201
06/11/2020 06H,207
06/11/2020 05H,117
06/11/2020 04H,124
06/11/2020 03H,825
06/11/2020 02H,5725
06/11/2020 01H,14156
06/11/2020 00H,19365
06/10/2020 23H,22702
06/10/2020 22H,25533
06/10/2020 21H,27151
06/10/2020 20H,28765
06/10/2020 19H,29537
06/10/2020 18H,29773
06/10/2020 17H,29388
06/10/2020 16H,27628
06/10/2020 15H,24453
06/10/2020 14H,16116
06/10/2020 13H,5606
06/10/2020 12H,1758
06/10/2020 11H,620
06/10/2020 10H,144
06/10/2020 09H,118
06/10/2020 08H,131
06/10/2020 07H,181
06/10/2020 06H,182
06/10/2020 05H,200
06/10/2020 04H,229
06/10/2020 03H,698
06/10/2020 02H,5961
06/10/2020 01H,14521
06/10/2020 00H,19289
06/9/2020 23H,22768
06/9/2020 22H,25460
06/9/2020 21H,27925
06/9/2020 20H,28588
06/9/2020 19H,27791
06/9/2020 18H,27244
06/9/2020 17H,25601
06/9/2020 16H,24144
06/9/2020 15H,20973
06/9/2020 14H,14520
06/9/2020 13H,5269
06/9/2020 12H,1907
06/9/2020 11H,480
06/9/2020 10H,95
06/9/2020 09H,25
06/9/2020 08H,26
06/9/2020 07H,88
06/9/2020 06H,108
06/9/2020 05H,348
06/9/2020 04H,365
06/9/2020 03H,806
06/9/2020 02H,5680
06/9/2020 01H,13914
06/9/2020 00H,17581
06/8/2020 23H,20791
06/8/2020 22H,23812
06/8/2020 21H,25359
06/8/2020 20H,25823
06/8/2020 19H,25792
06/8/2020 18H,26379
06/8/2020 17H,25517
06/8/2020 16H,24199
06/8/2020 15H,21574
06/8/2020 14H,14969
06/8/2020 13H,5168
06/8/2020 12H,2076
06/8/2020 11H,829
06/8/2020 10H,115
06/8/2020 09H,65
06/8/2020 08H,80
06/8/2020 07H,135
06/8/2020 06H,139
06/8/2020 05H,159
06/8/2020 04H,250
06/8/2020 03H,540
06/8/2020 02H,4785
06/8/2020 01H,10855
06/8/2020 00H,14849
06/7/2020 23H,17270
06/7/2020 22H,19156
06/7/2020 21H,20329
06/7/2020 20H,22106
06/7/2020 19H,21829
06/7/2020 18H,21056
06/7/2020 17H,20207
06/7/2020 16H,19300
06/7/2020 15H,16640
06/7/2020 14H,12230
06/7/2020 13H,4752
06/7/2020 12H,1491
06/7/2020 11H,420
06/7/2020 10H,97
06/7/2020 09H,54
06/7/2020 08H,104
06/7/2020 07H,167
06/7/2020 06H,163
06/7/2020 05H,171
06/7/2020 04H,180
06/7/2020 03H,417
06/7/2020 02H,4345
06/7/2020 01H,11895
06/7/2020 00H,14416
06/6/2020 23H,16861
06/6/2020 22H,18904
06/6/2020 21H,20426
06/6/2020 20H,21171
06/6/2020 19H,21562
06/6/2020 18H,22182
06/6/2020 17H,21730
06/6/2020 16H,19963
06/6/2020 15H,17041
06/6/2020 14H,12332
06/6/2020 13H,4226
06/6/2020 12H,1216
06/6/2020 11H,322
06/6/2020 10H,65
06/6/2020 09H,121
06/6/2020 08H,115
06/6/2020 07H,101
06/6/2020 06H,97
06/6/2020 05H,61
06/6/2020 04H,77
06/6/2020 03H,278
06/6/2020 02H,2571
06/6/2020 01H,8127
06/6/2020 00H,12802
06/5/2020 23H,16649
06/5/2020 22H,19723
06/5/2020 21H,22849
06/5/2020 20H,24931
06/5/2020 19H,25399
06/5/2020 18H,25407
06/5/2020 17H,23174
06/5/2020 16H,20851
06/5/2020 15H,17798
06/5/2020 14H,12322
06/5/2020 13H,4992
06/5/2020 12H,1743
06/5/2020 11H,382
06/5/2020 10H,51
06/5/2020 09H,15
06/5/2020 08H,12
06/5/2020 07H,27
06/5/2020 06H,56
06/5/2020 05H,120
06/5/2020 04H,140
06/5/2020 03H,431
06/5/2020 02H,4352
06/5/2020 01H,11771
06/5/2020 00H,17021
06/4/2020 23H,20661
06/4/2020 22H,23686
06/4/2020 21H,25878
06/4/2020 20H,27011
06/4/2020 19H,27500
06/4/2020 18H,28143
06/4/2020 17H,28119
06/4/2020 16H,27231
06/4/2020 15H,23545
06/4/2020 14H,14661
06/4/2020 13H,5420
06/4/2020 12H,2079
06/4/2020 11H,618
06/4/2020 10H,51
06/4/2020 09H,4
06/4/2020 08H,30
06/4/2020 07H,83
06/4/2020 06H,79
06/4/2020 05H,74
06/4/2020 04H,99
06/4/2020 03H,459
06/4/2020 02H,4189
06/4/2020 01H,11205
06/4/2020 00H,16066
06/3/2020 23H,19151
06/3/2020 22H,21605
06/3/2020 21H,24208
06/3/2020 20H,26389
06/3/2020 19H,27538
06/3/2020 18H,27493
06/3/2020 17H,26666
06/3/2020 16H,24913
06/3/2020 15H,20643
06/3/2020 14H,13810
06/3/2020 13H,5395
06/3/2020 12H,2235
06/3/2020 11H,510
06/3/2020 10H,74
06/3/2020 09H,45
06/3/2020 08H,85
06/3/2020 07H,146
06/3/2020 06H,156
06/3/2020 05H,149
06/3/2020 04H,166
06/3/2020 03H,388
06/3/2020 02H,2808
06/3/2020 01H,7723
06/3/2020 00H,12669
06/2/2020 23H,16625
06/2/2020 22H,20629
06/2/2020 21H,22907
06/2/2020 20H,24268
06/2/2020 19H,24532
06/2/2020 18H,23821
06/2/2020 17H,22117
06/2/2020 16H,20510
06/2/2020 15H,19226
06/2/2020 14H,12580
06/2/2020 13H,5397
06/2/2020 12H,2141
06/2/2020 11H,564
06/2/2020 10H,92
06/2/2020 09H,37
06/2/2020 08H,53
06/2/2020 07H,114
06/2/2020 06H,115
06/2/2020 05H,135
06/2/2020 04H,194
06/2/2020 03H,388
06/2/2020 02H,2610
06/2/2020 01H,7977
06/2/2020 00H,12981
06/1/2020 23H,17664
06/1/2020 22H,21838
06/1/2020 21H,24805
06/1/2020 20H,26465
06/1/2020 19H,27009
06/1/2020 18H,27688
06/1/2020 17H,26934
06/1/2020 16H,25044
06/1/2020 15H,20198
06/1/2020 14H,13407
06/1/2020 13H,6122
06/1/2020 12H,2745
06/1/2020 11H,852
06/1/2020 10H,122
06/1/2020 09H,44
06/1/2020 08H,72
06/1/2020 07H,128
06/1/2020 06H,154
06/1/2020 05H,125
06/1/2020 04H,141
06/1/2020 03H,1632
06/1/2020 02H,3014
06/1/2020 01H,8719
06/1/2020 00H,13899
05/31/2020 23H,18609
05/31/2020 22H,22641
05/31/2020 21H,24455
05/31/2020 20H,27045
05/31/2020 19H,27524
05/31/2020 18H,27017
05/31/2020 17H,26206
05/31/2020 16H,24148
05/31/2020 15H,20233
05/31/2020 14H,14721
05/31/2020 13H,6751
05/31/2020 12H,2555
05/31/2020 11H,596
05/31/2020 10H,110
05/31/2020 09H,88
05/31/2020 08H,105
05/31/2020 07H,117
05/31/2020 06H,136
05/31/2020 05H,138
